Year,month,day,time,Temp,rH,VPD
2015,11,19,0500,-6.5,68.5,0.118144094
2015,11,19,0600,-5.8,53.6,0.183656421
2015,11,19,0700,-5.9,57,0.168897966
2015,11,19,0800,-6.5,67.2,0.123019882
2015,11,19,0900,-6.5,66.4,0.126020367
2015,11,19,1000,-6.5,60.1,0.149649186
2015,11,19,1100,-6.4,65.4,0.130775779
2015,11,19,1200,-7.4,76.3,0.082902778
2015,11,19,1300,,65,0.213773
2015,11,19,1400,,44.6,0.33837212
2015,11,19,1500,-5.8,43.1,0.225216603
2015,11,19,1600,-5.7,43.5,0.225354295
2015,11,19,1700,-5.6,39.4,0.243565829
2015,11,19,1800,-5.4,38,0.253034293
2015,11,19,1900,-5.5,39,0.247056908
2015,11,19,2000,-4.9,39.1,0.258204719
2015,11,19,2100,-4.3,34.6,0.290202114
2015,11,19,2200,-4.1,31,0.310842914
2015,11,19,2300,-3.7,42.8,0.265577834
2015,11,20,0000,-3.8,57.5,0.195845237
2015,11,20,0100,-3.2,56.5,0.209701299
2015,11,20,0200,-4.3,58.9,0.182374723
2015,11,20,0300,-4.7,54.6,0.195436739
2015,11,20,0400,-5.3,58.6,0.170257268
2015,11,20,0500,-5.2,59.9,0.166174515
2015,11,20,0600,-5.6,59.1,0.164386838
2015,11,20,0700,-6.2,61.3,0.148543234
2015,11,20,0800,-6.6,71.7,0.105325905
2015,11,20,0900,-6.8,75.4,0.090150809
2015,11,20,1000,-7.2,75,0.088819955
2015,11,20,1100,-7.6,78,0.07576728
2015,11,20,1200,-7.5,73.3,0.092672873
2015,11,20,1300,-7.6,72.9,0.093331513
2015,11,20,1400,-7.6,71.9,0.09677548
2015,11,20,1500,-7.5,72.9,0.094061231
2015,11,20,1600,-8.3,78.9,0.068798846
2015,11,20,1700,-8.6,80.1,0.063375827
2015,11,20,1800,-9.8,85.9,0.040841683
2015,11,20,1900,-7.3,66.5,0.118097834
2015,11,20,2000,-6.8,63.6,0.13339388
2015,11,20,2100,-6.2,64.5,0.136260589
2015,11,20,2200,-5.8,68.5,0.124680545
2015,11,20,2300,-5.5,64.5,0.14377902
2015,11,21,0000,-4.8,59.3,0.173877932
2015,11,21,0100,-4.5,58,0.183565733
2015,11,21,0200,-4.8,61.7,0.163624688
2015,11,21,0300,-4.7,57.9,0.181230984
2015,11,21,0400,-4.5,56.8,0.188810469
2015,11,21,0500,-5,61.7,0.161153447
2015,11,21,0600,-5.1,63.2,0.153666677
2015,11,21,0700,-6.1,66.8,0.128416532
2015,11,21,0800,-6.7,69.1,0.114117329
2015,11,21,0900,-7.7,72.5,0.09397371
2015,11,21,1000,-7.7,71,0.099099549
2015,11,21,1100,-9,81.3,0.057707501
2015,11,21,1200,-10.1,72.2,0.078625582
2015,11,21,1300,-9.9,70,0.086209218
2015,11,21,1400,-10.2,73.5,0.07435388
2015,11,21,1500,-11,80.5,0.051320416
2015,11,21,1600,-10.4,85.3,0.040592255
2015,11,21,1700,-10.8,82.5,0.046801829
2015,11,21,1800,-10.9,82.9,0.045366768
2015,11,21,1900,-10.5,81.1,0.051774635
2015,11,21,2000,-9.1,78.5,0.065826618
2015,11,21,2100,-8,74.5,0.08512162
2015,11,21,2200,-7.6,73.1,0.09264272
2015,11,21,2300,-6.4,67.9,0.121326662
2015,11,22,0000,-6.3,72.1,0.106267933
2015,11,22,0100,-6.2,73,0.103634814
2015,11,22,0200,-5.4,69.7,0.123660308
2015,11,22,0300,-5.5,68,0.129603624
2015,11,22,0400,-5.8,72.7,0.108056472
2015,11,22,0500,-6,72.3,0.107969388
2015,11,22,0600,-5.9,71.6,0.111551215
2015,11,22,0700,-6.3,72.5,0.104744379
2015,11,22,0800,-6,70.9,0.113426325
2015,11,22,0900,-6.3,73.3,0.10169727
2015,11,22,1000,-6.6,73,0.100487613
2015,11,22,1100,-6.7,74.6,0.093805183
2015,11,22,1200,-6.6,71.3,0.106814611
2015,11,22,1300,-7.3,81.4,0.065570738
2015,11,22,1400,-7.5,76.8,0.080524744
2015,11,22,1500,-7.4,74.6,0.08884939
2015,11,22,1600,-7.1,72.2,0.099537282
2015,11,22,1700,-7.3,74.8,0.088837774
2015,11,22,1800,-7.1,73,0.0966729
2015,11,22,1900,-6.9,76.2,0.086546583
2015,11,22,2000,-5.6,75.9,0.096863638
2015,11,22,2100,-4.7,62.5,0.161429024
2015,11,22,2200,-4.7,59.5,0.174343346
2015,11,22,2300,-4.5,59.9,0.175261569
2015,11,23,0000,-4.4,62.6,0.164704554
2015,11,23,0100,-4.5,60.4,0.173076263
2015,11,23,0200,-5.2,63.8,0.150012904
2015,11,23,0300,-4.4,63.5,0.160741075
2015,11,23,0400,-4.6,59.1,0.177407135
2015,11,23,0500,-4.9,55.7,0.187823794
2015,11,23,0600,-4.9,55.1,0.190367683
2015,11,23,0700,-4.9,48.4,0.218774442
2015,11,23,0800,-5,44.8,0.232262932
2015,11,23,0900,-5.2,53,0.194768135
2015,11,23,1000,-4.6,40.3,0.258953691
2015,11,23,1100,-5,37.4,0.263399629
2015,11,23,1200,-5.5,46.1,0.218301104
2015,11,23,1300,-5.1,41,0.246367771
2015,11,23,1400,-5.6,47.8,0.209804229
2015,11,23,1500,-5.6,46.3,0.215833086
2015,11,23,1600,-5.9,59.8,0.157899959
2015,11,23,1700,-5.7,54.9,0.179884579
2015,11,23,1800,-5.9,67.4,0.128048226
2015,11,23,1900,-6.3,68.8,0.118837259
2015,11,23,2000,-6.7,75.4,0.090850689
2015,11,23,2100,-6.9,77.2,0.082910172
2015,11,23,2200,-6.3,79,0.079986617
2015,11,23,2300,-5.9,76.6,0.091911917
2015,11,24,0000,-5.5,75.2,0.100442809
2015,11,24,0100,-5.3,71.3,0.118028589
2015,11,24,0200,-5.1,69,0.129447473
2015,11,24,0300,-4,66.4,0.152514596
2015,11,24,0400,-4.3,63.4,0.162406687
2015,11,24,0500,-3.8,55,0.207365545
2015,11,24,0600,-4.1,43.9,0.252728804
2015,11,24,0700,-3.3,43.3,0.271292235
2015,11,24,0800,-3.5,24.8,0.354444753
2015,11,24,0900,-4.2,32.6,0.301348252
2015,11,24,1000,-4.5,32.6,0.294579296
2015,11,24,1100,-5.2,39.9,0.249054573
2015,11,24,1200,-6.1,51.2,0.188756831
2015,11,24,1300,-5.8,52.1,0.18959359
2015,11,24,1400,-6.3,56.6,0.165305674
2015,11,24,1500,-7.5,60.9,0.135711961
2015,11,24,1600,-7.7,60.7,0.134296974
2015,11,24,1700,-7.2,48,0.184745506
2015,11,24,1800,-8.1,68.7,0.103668476
2015,11,24,1900,-7.2,57,0.152770322
2015,11,24,2000,,62,0.2320964
2015,11,24,2100,,67,0.2015574
2015,11,24,2200,,62.1,0.23148562
2015,11,24,2300,,62.9,0.22659938
2015,11,25,0000,,61.6,0.23453952
2015,11,25,0100,,45.9,0.33043198
2015,11,25,0200,-4.2,48.9,0.228470262
2015,11,25,0300,-3.8,49.4,0.233171035
2015,11,25,0400,-4,53.5,0.211069306
2015,11,25,0500,-4.5,59.1,0.178758059
2015,11,25,0600,-4.9,60.6,0.167048702
2015,11,25,0700,-5,60.7,0.165361109
2015,11,25,0800,-5.4,60.1,0.162839811
2015,11,25,0900,-6.3,66.1,0.129121252
2015,11,25,1000,-6.8,76.1,0.087585542
2015,11,25,1100,-7.6,75.6,0.084032802
2015,11,25,1200,-8.3,81.6,0.059995203
2015,11,25,1300,-9.7,85.9,0.041167322
2015,11,25,1400,-10.1,85,0.042423875
2015,11,25,1500,-10,83.5,0.047039343
2015,11,25,1600,-10.6,83.1,0.045927017
2015,11,25,1700,-10.8,80.5,0.05215061
2015,11,25,1800,-10.8,78.6,0.057231951
2015,11,25,1900,-9.1,68.7,0.095831309
2015,11,25,2000,-7.1,64.6,0.126748913
2015,11,25,2100,-5.5,57.9,0.170509768
2015,11,25,2200,-4.4,56.4,0.192008517
2015,11,25,2300,-4.7,59.9,0.172621436
2015,11,26,0000,-4.3,55.4,0.197905417
2015,11,26,0100,-3,45.1,0.268652493
2015,11,26,0200,-3.2,55.4,0.215004091
2015,11,26,0300,-3.1,52.8,0.229249609
2015,11,26,0400,-3.3,50.9,0.234928549
2015,11,26,0500,-3.7,58.3,0.193611813
2015,11,26,0600,-3.5,53.9,0.217285946
2015,11,26,0700,-4.5,63.3,0.160401486
2015,11,26,0800,-5,65.7,0.1443228
2015,11,26,0900,-5.4,65.3,0.14161758
2015,11,26,1000,-6.2,65.3,0.133189928
2015,11,26,1100,-7.6,71.8,0.097119877
2015,11,26,1200,-9.2,80,0.060752263
2015,11,26,1300,-9.4,75.3,0.073851448
2015,11,26,1400,-9.7,70.2,0.087006114
2015,11,26,1500,-11.6,78.7,0.053413662
2015,11,26,1600,-11.1,73.2,0.069968257
2015,11,26,1700,-11.6,77,0.057676724
2015,11,26,1800,-11.7,83.8,0.040297641
2015,11,26,1900,-10.6,75.8,0.065765314
2015,11,26,2000,-8.7,75.7,0.076782352
2015,11,26,2100,-7.7,79.9,0.068686239
2015,11,26,2200,-6.3,76.9,0.087985278
2015,11,26,2300,-6,77.9,0.086141642
2015,11,27,0000,-5,74,0.109399207
2015,11,27,0100,-4.5,74.5,0.111450624
2015,11,27,0200,-4.3,74.8,0.111820998
2015,11,27,0300,0,69.5,0.1862879
2015,11,27,0400,0,66.3,0.20583286
2015,11,27,0500,-3.8,71.2,0.132713949
2015,11,27,0600,-4.4,75.6,0.107454308
2015,11,27,0700,-4.5,73.5,0.115821237
2015,11,27,0800,-5.1,78.3,0.090613231
2015,11,27,0900,-6,68,0.124729979
2015,11,27,1000,-4.5,51.4,0.212411777
2015,11,27,1100,-5.7,65.3,0.138403434
2015,11,27,1200,-5.3,51.3,0.200278478
2015,11,27,1300,-5.3,48.7,0.210970963
2015,11,27,1400,-4.4,50.8,0.216670162
2015,11,27,1500,-4.9,47.9,0.220894349
2015,11,27,1600,-5.3,46,0.222074698
2015,11,27,1700,-6,67.3,0.127458448
2015,11,27,1800,-5.3,75.4,0.101167362
2015,11,27,1900,-6.3,73.3,0.10169727
2015,11,27,2000,-6.5,77.8,0.083263457
2015,11,27,2100,-6.3,76.8,0.088366167
2015,11,27,2200,-5.2,66.4,0.139238497
2015,11,27,2300,-4.5,60.5,0.172639202
2015,11,28,0000,-5.2,60.6,0.163273713
2015,11,28,0100,-4.8,58.7,0.176441243
2015,11,28,0200,-4.8,50,0.213609253
2015,11,28,0300,-5,54.8,0.190186314
2015,11,28,0400,-4.3,37.4,0.277777558
2015,11,28,0500,-4.3,60.1,0.177049913
2015,11,28,0600,-5.6,62,0.152731048
2015,11,28,0700,-5.5,66.7,0.134868771
2015,11,28,0800,-5.3,57.7,0.173958513
2015,11,28,0900,-5.3,51.8,0.19822223
2015,11,28,1000,-6.4,58.7,0.156099413
2015,11,28,1100,-6.2,55.9,0.169270197
2015,11,28,1200,-7.8,59.1,0.138678347
2015,11,28,1300,-7.4,52.8,0.165105954
2015,11,28,1400,-7.5,52.6,0.164520382
2015,11,28,1500,-8.4,68,0.103524304
2015,11,28,1600,-8.1,58.8,0.136458186
2015,11,28,1700,-9.3,67,0.099451819
2015,11,28,1800,-8.4,58.8,0.133287542
2015,11,28,1900,-8.1,62.5,0.124203446
2015,11,28,2000,-4.4,38.4,0.271278089
2015,11,28,2100,-4.3,44.5,0.246272436
2015,11,28,2200,-4.1,55.2,0.201822646
2015,11,28,2300,-3.4,53.9,0.218924742
2015,11,29,0000,-2.6,0,0.504194547
2015,11,29,0100,-2,35.8,0.338468874
2015,11,29,0200,-2.5,56.1,0.222997793
2015,11,29,0300,-2.4,58.4,0.212894519
2015,11,29,0400,-3.2,70,0.144621586
2015,11,29,0500,-3,70.7,0.143379199
2015,11,29,0600,-3.3,68.8,0.1492825
2015,11,29,0700,-3.9,77.8,0.101531898
2015,11,29,0800,-4.5,79.3,0.090471683
2015,11,29,0900,-5.4,82.1,0.073053449
2015,11,29,1000,-5.8,86.5,0.053434519
2015,11,29,1100,-6.5,87.3,0.047632698
2015,11,29,1200,-7.5,92.4,0.026378795
2015,11,29,1300,-8.4,92.9,0.022969455
2015,11,29,1400,-8.8,93.9,0.019123462
2015,11,29,1500,-9.7,93.2,0.019853744
2015,11,29,1600,-8.9,91,0.027993532
2015,11,29,1700,-10.7,90.4,0.025880696
2015,11,29,1800,-10.3,90.7,0.025886677
2015,11,29,1900,-9.4,88.9,0.033188303
2015,11,29,2000,-6.3,85.7,0.054467077
2015,11,29,2100,-6.2,85.2,0.056807232
2015,11,29,2200,-5.8,84.4,0.061746555
2015,11,29,2300,-5.4,83.4,0.067747891
2015,11,30,0000,-4.7,83.2,0.072320203
2015,11,30,0100,-4.1,82.9,0.077034983
2015,11,30,0200,-3.7,78.7,0.098895242
2015,11,30,0300,-3.3,65.2,0.166507404
2015,11,30,0400,-4,75.5,0.111208559
2015,11,30,0500,-4,66.9,0.150245033
2015,11,30,0600,-3.9,71.7,0.129430302
2015,11,30,0700,-5.1,83.8,0.067646744
2015,11,30,0800,-5.3,84.9,0.062098666
2015,11,30,0900,-6,85.6,0.056128491
2015,11,30,1000,-6,84.2,0.061585427
2015,11,30,1100,-6.5,83.5,0.061885002
2015,11,30,1200,-6.7,85,0.055396762
2015,11,30,1300,-7,83.4,0.059898583
2015,11,30,1400,-7.8,87.6,0.042044291
2015,11,30,1500,-7.4,83.8,0.056667721
2015,11,30,1600,-8.3,86.7,0.043366097
2015,11,30,1700,-8.8,86.6,0.042008917
2015,11,30,1800,-8.1,79,0.06955393
2015,11,30,1900,-5.7,64.6,0.141195435
2015,11,30,2000,-5.3,64.2,0.1472273
2015,11,30,2100,-4.4,70.7,0.129033247
2015,11,30,2200,-3.6,63.1,0.17261997
2015,11,30,2300,-2.5,56.8,0.219442019
2015,12,1,0000,-2.5,58.8,0.209282667
2015,12,1,0100,-2.9,61.4,0.190307081
2015,12,1,0200,-3.5,69.1,0.145642857
2015,12,1,0300,-3.5,69.3,0.144700185
2015,12,1,0400,-3.3,65.2,0.166507404
2015,12,1,0500,-3.9,73.3,0.122112688
2015,12,1,0600,-4.2,71.7,0.126530498
2015,12,1,0700,-3.8,64.9,0.161745125
2015,12,1,0800,-3.9,62.8,0.170134531
2015,12,1,0900,-4.2,65.7,0.153356751
2015,12,1,1000,-4.3,63.7,0.161075485
2015,12,1,1100,-5.3,76.2,0.097877367
2015,12,1,1200,-7.2,88.4,0.041212459
2015,12,1,1300,-7.1,82.8,0.061584218
2015,12,1,1400,-9.1,88.5,0.035209586
2015,12,1,1500,-9.5,81.1,0.056064
2015,12,1,1600,-8.8,78.8,0.066461868
2015,12,1,1700,-8.9,80.3,0.061274731
2015,12,1,1800,-8.9,85.4,0.04541173
2015,12,1,1900,-8.6,82.2,0.056687926
2015,12,1,2000,-5.7,76.3,0.094529147
2015,12,1,2100,-3.4,69.3,0.145791531
2015,12,1,2200,-3.4,75.6,0.115873399
2015,12,1,2300,-3.8,74,0.119811204
2015,12,2,0000,-3.5,64.5,0.167324318
2015,12,2,0100,-3.1,57.2,0.207878883
2015,12,2,0200,-2.1,39.8,0.315033133
2015,12,2,0300,-2.6,57.1,0.21629946
2015,12,2,0400,-2.6,57.3,0.215291071
2015,12,2,0500,-3.6,58.7,0.193203381
2015,12,2,0600,-3.7,47.7,0.242827285
2015,12,2,0700,0,64,0.2198808
2015,12,2,0800,0,59.5,0.2473659
2015,12,2,0900,0,63,0.2259886
2015,12,2,1000,0,64.2,0.21865924
2015,12,2,1100,-4.1,37.3,0.282461605
2015,12,2,1200,-3.8,32.2,0.312430754
2015,12,2,1300,-4.3,52.1,0.212548643
2015,12,2,1400,-5.6,56,0.176846476
2015,12,2,1500,-7.2,62,0.135006331
2015,12,2,1600,-6.8,53.9,0.168941151
2015,12,2,1700,-6.8,50.6,0.181034552
2015,12,2,1800,-7.3,61.5,0.135724376
2015,12,2,1900,-6.2,58.9,0.157755217
2015,12,2,2000,-3.3,54.8,0.216268237
2015,12,2,2100,-3.2,55.5,0.214522019
2015,12,2,2200,-2.8,58,0.208623505
2015,12,2,2300,-2.2,53.5,0.241538268
2015,12,3,0000,0,66.2,0.20644364
2015,12,3,0100,0,69.4,0.18689868
2015,12,3,0200,0,70,0.183234
2015,12,3,0300,0,0,0.61078
2015,12,3,0400,0,63.2,0.22476704
2015,12,3,0500,-1.9,59.6,0.214578529
2015,12,3,0600,-2.5,69.6,0.154422162
2015,12,3,0700,-3.2,72.2,0.134016003
2015,12,3,0800,-3.8,73.9,0.120272016
2015,12,3,0900,-4.2,78,0.098362931
2015,12,3,1000,-3.4,84.2,0.075032775
2015,12,3,1100,-4.7,88.3,0.050365856
2015,12,3,1200,-5.4,87.8,0.049790619
2015,12,3,1300,-6,82.2,0.069381051
2015,12,3,1400,-6,83.4,0.064703677
2015,12,3,1500,-5.4,83.6,0.066931652
2015,12,3,1600,-6.2,83,0.06525155
2015,12,3,1700,-4.9,73,0.114474999
2015,12,3,1800,-6.4,84.7,0.057828596
2015,12,3,1900,-7.1,80.3,0.070535412
2015,12,3,2000,-8.9,72.5,0.085535792
2015,12,3,2100,-8,71.4,0.095469739
2015,12,3,2200,-6.6,67.6,0.120585136
2015,12,3,2300,-4.3,69.3,0.136226374
2015,12,4,0000,-3.8,63.4,0.16865731
2015,12,4,0100,-3.5,70.6,0.138572816
2015,12,4,0200,-3.1,67.3,0.158823352
2015,12,4,0300,-2.8,67.9,0.159447964
2015,12,4,0400,-2.9,63.6,0.179460563
2015,12,4,0500,-2.7,65.8,0.17115262
2015,12,4,0600,-3.3,64.1,0.171770569
2015,12,4,0700,-3.8,61.9,0.175569495
2015,12,4,0800,-3.9,59.2,0.186599163
2015,12,4,0900,-4.9,55.6,0.188247776
2015,12,4,1000,-6.1,72.7,0.105595522
2015,12,4,1100,-5.4,76.8,0.0946838
2015,12,4,1200,-5.2,67.6,0.134265693
2015,12,4,1300,-7.2,85.3,0.052226133
2015,12,4,1400,-8,83.8,0.054077265
2015,12,4,1500,-7.8,79.8,0.068491506
2015,12,4,1600,-8.3,75.5,0.079884916
2015,12,4,1700,-8.4,78,0.071172959
2015,12,4,1800,-6.5,48.7,0.192406096
2015,12,4,1900,-11.2,74.7,0.065523088
2015,12,4,2000,-11.7,77.8,0.055222693
2015,12,4,2100,0,20.4,0.48618088
2015,12,4,2200,-13.9,18,0.170448644
2015,12,4,2300,-12.6,15.6,0.195160227
2015,12,5,0000,-12.7,19.8,0.183943038
2015,12,5,0100,-13.4,15.7,0.18258605
2015,12,5,0200,-14.9,19.5,0.154031869
2015,12,5,0300,-14,22,0.160802392
2015,12,5,0400,-14,16.5,0.172141022
2015,12,5,0500,-14.1,16.3,0.17113479
2015,12,5,0600,-14.6,20,0.156938171
2015,12,5,0700,-14,21.7,0.161420862
2015,12,5,0800,-14.3,20.4,0.160083299
2015,12,5,0900,-14.6,19,0.158899898
2015,12,5,1000,-16.4,50.3,0.083869548
2015,12,5,1100,,56.1,0.26813242
2015,12,5,1200,,55.2,0.27362944
2015,12,5,1300,,61.2,0.23698264
2015,12,5,1400,,53.4,0.28462348
2015,12,5,1500,,52.5,0.2901205
2015,12,5,1600,,55.8,0.26996476
2015,12,5,1700,,57.1,0.26202462
2015,12,5,1800,,63.8,0.22110236
2015,12,5,1900,,57,0.2626354
2015,12,5,2000,,74.8,0.15391656
2015,12,5,2100,-18.2,66.6,0.048363054
2015,12,5,2200,-17.3,70.5,0.04612831
2015,12,5,2300,-16.7,67.9,0.052814024
2015,12,6,0000,-12.7,50.2,0.114218994
2015,12,6,0100,-4,44.4,0.252375343
2015,12,6,0200,-3.8,20.6,0.365884984
2015,12,6,0300,-3.7,27.3,0.337543856
2015,12,6,0400,-4.2,44.9,0.246354432
2015,12,6,0500,-4.1,39.9,0.270748683
2015,12,6,0600,-7.9,36.8,0.212623422
2015,12,6,0700,-9.8,43.4,0.163946046
2015,12,6,0800,-11,57.2,0.112641734
2015,12,6,0900,-11.5,60.7,0.099350552
2015,12,6,1000,,58.8,0.25164136
2015,12,6,1100,-8.3,61.3,0.126185562
2015,12,6,1200,-8.4,58.8,0.133287542
2015,12,6,1300,-7.4,60.1,0.139570499
2015,12,6,1400,-9.1,73,0.082665986
2015,12,6,1500,-8.6,72.8,0.086624247
2015,12,6,1600,-9,75,0.077149065
2015,12,6,1700,-9.1,67.3,0.100117694
2015,12,6,1800,-9.8,58.5,0.12020779
2015,12,6,1900,0,56.3,0.26691086
2015,12,6,2000,-12.6,55,0.104054624
2015,12,6,2100,-12.5,56.6,0.101175483
2015,12,6,2200,,60.5,0.2412581
2015,12,6,2300,,65.9,0.20827598
2015,12,7,0000,,62.6,0.22843172
2015,12,7,0100,,63,0.2259886
2015,12,7,0200,-5.3,63.8,0.148872298
2015,12,7,0300,-6.5,70.7,0.109892761
2015,12,7,0400,0,62.3,0.23026406
2015,12,7,0500,-6.4,62.2,0.142870649
2015,12,7,0600,-4.4,65,0.154135278
2015,12,7,0700,-7.1,63.5,0.130687439
2015,12,7,0800,-8.3,60,0.130424353
2015,12,7,0900,-8.2,63.5,0.119948524
2015,12,7,1000,-9.3,79.9,0.060575199
2015,12,7,1100,-10.1,75.3,0.069857981
2015,12,7,1200,-10.2,69.3,0.086138268
2015,12,7,1300,-10.3,66.4,0.093526058
2015,12,7,1400,-9.9,62.1,0.108910979
2015,12,7,1500,-9.9,75.6,0.070116831
2015,12,7,1600,-9.8,72.8,0.078786793
2015,12,7,1700,-9.2,85.1,0.045260436
2015,12,7,1800,-8.6,70.3,0.094586034
2015,12,7,1900,-9.8,55.5,0.12889751
2015,12,7,2000,-10.4,63.9,0.099685743
2015,12,7,2100,-8.4,72.5,0.088966199
2015,12,7,2200,-5,69.6,0.127912919
2015,12,7,2300,-3.6,67.3,0.152972169
2015,12,8,0000,-2.8,67.6,0.160938132
2015,12,8,0100,-2.1,67.7,0.169029405
2015,12,8,0200,-2.4,57.5,0.21750041
2015,12,8,0300,-2.5,66.3,0.171185094
2015,12,8,0400,-3.3,64.3,0.170813629
2015,12,8,0500,-2.5,61.3,0.196583476
2015,12,8,0600,-2.4,59.1,0.20931216
2015,12,8,0700,-3.6,60.8,0.18337948
2015,12,8,0800,-3.8,68.2,0.146538318
2015,12,8,0900,-4.5,77.8,0.097027602
2015,12,8,1000,-5.5,79.4,0.083432333
2015,12,8,1100,-5.6,78.2,0.087619391
2015,12,8,1200,,80.7,0.11788054
2015,12,8,1300,,77.4,0.13803628
2015,12,8,1400,,74.5,0.1557489
2015,12,8,1500,,77.9,0.13498238
2015,12,8,1600,,67.8,0.19667116
2015,12,8,1700,,62.3,0.23026406
2015,12,8,1800,-4.9,61.8,0.161960924
2015,12,8,1900,,71,0.1771262
2015,12,8,2000,-5,60.9,0.164519577
2015,12,8,2100,-4.2,61.1,0.173923546
2015,12,8,2200,-3.9,0,0.457350891
2015,12,8,2300,-3.9,58.3,0.190715321
2015,12,9,0000,-3.5,49.9,0.23613939
2015,12,9,0100,-5,51.5,0.204071598
2015,12,9,0200,-4.9,45.6,0.230645923
2015,12,9,0300,-5.8,55.3,0.17692763
2015,12,9,0400,-5.2,49.6,0.208857745
2015,12,9,0500,-5.4,61.5,0.157126134
2015,12,9,0600,-6.2,66.5,0.128583936
2015,12,9,0700,-6.3,67.1,0.125312366
2015,12,9,0800,-6,66.5,0.130576697
2015,12,9,0900,-6.2,67.3,0.125513275
2015,12,9,1000,-6.2,72.5,0.105553978
2015,12,9,1100,-6.8,79.3,0.075858608
2015,12,9,1200,-7.2,84.1,0.056489491
2015,12,9,1300,-7.1,75.8,0.086647562
2015,12,9,1400,-7.4,87.3,0.044424695
2015,12,9,1500,-7.7,90,0.034172258
2015,12,9,1600,-8.1,93,0.023184643
2015,12,9,1700,-8.6,93.7,0.020063704
2015,12,9,1800,-8.4,93.6,0.020704861
2015,12,9,1900,-7.1,84.3,0.056213501
2015,12,9,2000,0,77.1,0.13986862
2015,12,9,2100,-4.7,91.5,0.036590579
2015,12,9,2200,-4.5,91,0.039335514
2015,12,9,2300,-3.9,89.5,0.048021844
2015,12,10,0000,-4.1,94.6,0.024326837
2015,12,10,0100,-4.8,81.6,0.078608205
2015,12,10,0200,-4.5,83.2,0.073426293
2015,12,10,0300,-5.2,86.9,0.054286438
2015,12,10,0400,-5.3,90,0.041124944
2015,12,10,0500,-5.7,92.3,0.030712001
2015,12,10,0600,-5.3,91.1,0.0366012
2015,12,10,0700,-5.9,94.5,0.021603228
2015,12,10,0800,-6.1,95.1,0.018953042
2015,12,10,0900,-6.6,95.9,0.01525923
2015,12,10,1000,-6.7,96,0.01477247
2015,12,10,1100,-6.8,96.6,0.012459868
2015,12,10,1200,-7,96.8,0.011546715
2015,12,10,1300,-7.1,96.7,0.011815577
2015,12,10,1400,-7.2,96.7,0.011724234
2015,12,10,1500,-7.1,96.1,0.013963863
2015,12,10,1600,-7.2,94.7,0.01882983
2015,12,10,1700,-7,95.2,0.017320072
2015,12,10,1800,-6.7,92.4,0.028067693
2015,12,10,1900,-6.8,93.2,0.024919736
2015,12,10,2000,,84.6,0.09406012
2015,12,10,2100,-2.7,88,0.060053551
2015,12,10,2200,-3.6,85.3,0.068767305
2015,12,10,2300,-4.2,91.7,0.037109651
2015,12,11,0000,-3.2,89.1,0.052545843
2015,12,11,0100,-3.5,90.4,0.045248266
2015,12,11,0200,-3.8,91.2,0.040551484
2015,12,11,0300,-3.2,88.4,0.055920347
2015,12,11,0400,-3.2,89.7,0.049653411
2015,12,11,0500,-3.7,89.3,0.04967977
2015,12,11,0600,-3.2,72.9,0.130641499
2015,12,11,0700,-2.5,72.5,0.1396911
2015,12,11,0800,-3.4,79.7,0.096402869
2015,12,11,0900,-4,79.5,0.09305206
2015,12,11,1000,-4.1,77.7,0.100460826
2015,12,11,1100,-5.1,79.7,0.084767216
2015,12,11,1200,-4.2,74,0.1162471
2015,12,11,1300,-4.5,77,0.100524092
2015,12,11,1400,-3.5,65,0.164967638
2015,12,11,1500,-3.4,66.5,0.159088479
2015,12,11,1600,-2.7,54.1,0.229704832
2015,12,11,1700,-2.1,51.6,0.253282453
2015,12,11,1800,-1.8,51.6,0.258981462
2015,12,11,1900,,52.7,0.28889894
2015,12,11,2000,,53,0.2870666
2015,12,11,2100,,49.6,0.30783312
2015,12,11,2200,,71.8,0.17223996
2015,12,11,2300,,69.8,0.18445556
2015,12,12,0000,,70.4,0.18079088
2015,12,12,0100,,73.4,0.16246748
2015,12,12,0200,,70.3,0.18140166
2015,12,12,0300,,67.4,0.19911428
2015,12,12,0400,,68.2,0.19422804
2015,12,12,0500,,79.8,0.12337756
2015,12,12,0600,,77.2,0.13925784
2015,12,12,0700,,69.8,0.18445556
2015,12,12,0800,,73.2,0.16368904
2015,12,12,0900,,73,0.1649106
2015,12,12,1000,,76.9,0.14109018
2015,12,12,1100,,79.5,0.1252099
2015,12,12,1200,-6.1,82.8,0.066529047
2015,12,12,1300,-6.5,87.5,0.046882577
2015,12,12,1400,-6.6,82.4,0.065503037
2015,12,12,1500,-5.8,80,0.079162251
2015,12,12,1600,-6.5,76.9,0.086639002
2015,12,12,1700,-7.1,80.8,0.068745173
2015,12,12,1800,-4.7,66.3,0.145070883
2015,12,12,1900,,70,0.183234
2015,12,12,2000,,75.3,0.15086266
2015,12,12,2100,,85.1,0.09100622
2015,12,12,2200,,71.9,0.17162918
2015,12,12,2300,,74.5,0.1557489
2015,12,13,0000,,63.4,0.22354548
2015,12,13,0100,,53.5,0.2840127
2015,12,13,0200,,47.6,0.32004872
2015,12,13,0300,,55,0.274851
2015,12,13,0400,,37.3,0.38295906
2015,12,13,0500,-7.6,74,0.089543149
2015,12,13,0600,-8.3,76.8,0.075646125
2015,12,13,0700,-7,72.2,0.100312084
2015,12,13,0800,-5.4,61.6,0.156718014
